340379,2048,1024,0,0,120,0,0
249318,2048,1024,0,0,120,0,0
937969,2048,1024,0,0,120,0,0
779104,2048,1024,0,0,120,0,0
037060,2048,1024,0,0,120,0,0
507516,2048,1024,0,0,120,0,0
954569,2048,1024,0,0,120,0,0
472233,2048,1024,0,0,120,0,0
058175,2048,1024,0,0,120,0,0
434423,2048,1024,0,0,120,0,0
427564,2048,1024,0,0,120,0,0
202540,2048,1024,0,0,120,0,0
310620,2048,1024,0,0,120,0,0
953472,2048,1024,0,0,120,0,0
035086,2048,1024,0,0,120,0,0
812946,2048,1024,0,0,120,0,0
709199,2048,1024,0,0,120,0,0
725107,2048,1024,0,0,120,0,0
588089,2048,1024,0,0,120,0,0
833526,2048,1024,0,0,120,0,0
141523,2048,1024,0,0,120,0,0
139089,2048,1024,0,0,120,0,0
197241,2048,1024,0,0,120,0,0
878559,2048,1024,0,0,120,0,0
603364,2048,1024,0,0,120,0,0
352473,2048,1024,0,0,120,0,0
677855,2048,1024,0,0,120,0,0
238409,2048,1024,0,0,120,0,0
684882,2048,1024,0,0,120,0,0
817770,2048,1024,0,0,120,0,0
454395,2048,1024,0,0,120,0,0
643348,2048,1024,0,0,120,0,0
764475,2048,1024,0,0,120,0,0
255070,2048,1024,0,0,120,0,0
070162,2048,1024,0,0,120,0,0
697338,2048,1024,0,0,120,0,0
210128,2048,1024,0,0,120,0,0
668563,2048,1024,0,0,120,0,0
447179,2048,1024,0,0,120,0,0
862282,2048,1024,0,0,120,0,0
339142,2048,1024,0,0,120,0,0
139939,2048,1024,0,0,120,0,0
925959,2048,1024,0,0,120,0,0
952669,2048,1024,0,0,120,0,0
907951,2048,1024,0,0,120,0,0
902286,2048,1024,0,0,120,0,0
452823,2048,1024,0,0,120,0,0
494455,2048,1024,0,0,120,0,0
957277,2048,1024,0,0,120,0,0
651335,2048,1024,0,0,120,0,0
182392,2048,1024,0,0,120,0,0
986115,2048,1024,0,0,120,0,0
643962,2048,1024,0,0,120,0,0
326727,2048,1024,0,0,120,0,0
452470,2048,1024,0,0,120,0,0
752263,2048,1024,0,0,120,0,0
717546,2048,1024,0,0,120,0,0
134809,2048,1024,0,0,120,0,0
275099,2048,1024,0,0,120,0,0
309214,2048,1024,0,0,120,0,0
181740,2048,1024,0,0,120,0,0
069918,2048,1024,0,0,120,0,0
759706,2048,1024,0,0,120,0,0
952762,2048,1024,0,0,120,0,0
745990,2048,1024,0,0,120,0,0
013326,2048,1024,0,0,120,0,0
563400,2048,1024,0,0,120,0,0
687732,2048,1024,0,0,120,0,0
973627,2048,1024,0,0,120,0,0
498576,2048,1024,0,0,120,0,0
617246,2048,1024,0,0,120,0,0
268324,2048,1024,0,0,120,0,0
545185,2048,1024,0,0,120,0,0
671300,2048,1024,0,0,120,0,0
981826,2048,1024,0,0,120,0,0
406114,2048,1024,0,0,120,0,0
532424,2048,1024,0,0,120,0,0
977327,2048,1024,0,0,120,0,0
091351,2048,1024,0,0,120,0,0
385547,2048,1024,0,0,120,0,0
877804,2048,1024,0,0,120,0,0
219999,2048,1024,0,0,120,0,0
584772,2048,1024,0,0,120,0,0
731208,2048,1024,0,0,120,0,0
050769,2048,1024,0,0,120,0,0
425432,2048,1024,0,0,120,0,0
928121,2048,1024,0,0,120,0,0
319379,2048,1024,0,0,120,0,0
362526,2048,1024,0,0,120,0,0
619848,2048,1024,0,0,120,0,0
752283,2048,1024,0,0,120,0,0
278096,2048,1024,0,0,120,0,0
301763,2048,1024,0,0,120,0,0
034297,2048,1024,0,0,120,0,0
808228,2048,1024,0,0,120,0,0
526489,2048,1024,0,0,120,0,0
480615,2048,1024,0,0,120,0,0
284087,2048,1024,0,0,120,0,0
441938,2048,1024,0,0,120,0,0
391337,2048,1024,0,0,120,0,0
968415,2048,1024,0,0,120,0,0
637656,2048,1024,0,0,120,0,0
097682,2048,1024,0,0,120,0,0
662901,2048,1024,0,0,120,0,0
132594,2048,1024,0,0,120,0,0
394656,2048,1024,0,0,120,0,0
063062,2048,1024,0,0,120,0,0
221600,2048,1024,0,0,120,0,0
332639,2048,1024,0,0,120,0,0
620071,2048,1024,0,0,120,0,0
984223,2048,1024,0,0,120,0,0
630326,2048,1024,0,0,120,0,0
276254,2048,1024,0,0,120,0,0
960309,2048,1024,0,0,120,0,0
678712,2048,1024,0,0,120,0,0
218506,2048,1024,0,0,120,0,0
304587,2048,1024,0,0,120,0,0
644978,2048,1024,0,0,120,0,0
890863,2048,1024,0,0,120,0,0
928807,2048,1024,0,0,120,0,0
059693,2048,1024,0,0,120,0,0
545951,2048,1024,0,0,120,0,0
412676,2048,1024,0,0,120,0,0
732070,2048,1024,0,0,120,0,0
245862,2048,1024,0,0,120,0,0
077102,2048,1024,0,0,120,0,0
677118,2048,1024,0,0,120,0,0
196127,2048,1024,0,0,120,0,0
909348,2048,1024,0,0,120,0,0
134662,2048,1024,0,0,120,0,0
014279,2048,1024,0,0,120,0,0
300475,2048,1024,0,0,120,0,0
749743,2048,1024,0,0,120,0,0
928381,2048,1024,0,0,120,0,0
000517,2048,1024,0,0,120,0,0
392057,2048,1024,0,0,120,0,0
930915,2048,1024,0,0,120,0,0
004619,2048,1024,0,0,120,0,0
143237,2048,1024,0,0,120,0,0
315438,2048,1024,0,0,120,0,0
428962,2048,1024,0,0,120,0,0
864452,2048,1024,0,0,120,0,0
326537,2048,1024,0,0,120,0,0
486864,2048,1024,0,0,120,0,0
018168,2048,1024,0,0,120,0,0
349676,2048,1024,0,0,120,0,0
379656,2048,1024,0,0,120,0,0
310485,2048,1024,0,0,120,0,0
687747,2048,1024,0,0,120,0,0
517331,2048,1024,0,0,120,0,0
309613,2048,1024,0,0,120,0,0
188690,2048,1024,0,0,120,0,0
198253,2048,1024,0,0,120,0,0
207328,2048,1024,0,0,120,0,0
179241,2048,1024,0,0,120,0,0
119477,2048,1024,0,0,120,0,0
980534,2048,1024,0,0,120,0,0
151090,2048,1024,0,0,120,0,0
276539,2048,1024,0,0,120,0,0
261932,2048,1024,0,0,120,0,0
550936,2048,1024,0,0,120,0,0
774393,2048,1024,0,0,120,0,0
007660,2048,1024,0,0,120,0,0
188814,2048,1024,0,0,120,0,0
501328,2048,1024,0,0,120,0,0
047266,2048,1024,0,0,120,0,0
253756,2048,1024,0,0,120,0,0
747644,2048,1024,0,0,120,0,0
319799,2048,1024,0,0,120,0,0
898986,2048,1024,0,0,120,0,0
558507,2048,1024,0,0,120,0,0
681100,2048,1024,0,0,120,0,0
056275,2048,1024,0,0,120,0,0
346489,2048,1024,0,0,120,0,0
318830,2048,1024,0,0,120,0,0
377096,2048,1024,0,0,120,0,0
457789,2048,1024,0,0,120,0,0
452662,2048,1024,0,0,120,0,0
388626,2048,1024,0,0,120,0,0
200606,2048,1024,0,0,120,0,0
725463,2048,1024,0,0,120,0,0
686069,2048,1024,0,0,120,0,0
397352,2048,1024,0,0,120,0,0
122597,2048,1024,0,0,120,0,0
491652,2048,1024,0,0,120,0,0
446644,2048,1024,0,0,120,0,0
968864,2048,1024,0,0,120,0,0
146803,2048,1024,0,0,120,0,0
163279,2048,1024,0,0,120,0,0
142402,2048,1024,0,0,120,0,0
994285,2048,1024,0,0,120,0,0
130682,2048,1024,0,0,120,0,0
345067,2048,1024,0,0,120,0,0
285228,2048,1024,0,0,120,0,0
482217,2048,1024,0,0,120,0,0
698139,2048,1024,0,0,120,0,0
746318,2048,1024,0,0,120,0,0
614205,2048,1024,0,0,120,0,0
804765,2048,1024,0,0,120,0,0
007059,2048,1024,0,0,120,0,0
768621,2048,1024,0,0,120,0,0
104711,2048,1024,0,0,120,0,0
966321,2048,1024,0,0,120,0,0
474848,2048,1024,0,0,120,0,0
136371,2048,1024,0,0,120,0,0
318014,2048,1024,0,0,120,0,0
141232,2048,1024,0,0,120,0,0
917706,2048,1024,0,0,120,0,0
160371,2048,1024,0,0,120,0,0
939734,2048,1024,0,0,120,0,0
981588,2048,1024,0,0,120,0,0
051239,2048,1024,0,0,120,0,0
714112,2048,1024,0,0,120,0,0
884996,2048,1024,0,0,120,0,0
371629,2048,1024,0,0,120,0,0
811126,2048,1024,0,0,120,0,0
138472,2048,1024,0,0,120,0,0
420660,2048,1024,0,0,120,0,0
152238,2048,1024,0,0,120,0,0
585575,2048,1024,0,0,120,0,0
908651,2048,1024,0,0,120,0,0
672651,2048,1024,0,0,120,0,0
599321,2048,1024,0,0,120,0,0
993521,2048,1024,0,0,120,0,0
322606,2048,1024,0,0,120,0,0
889762,2048,1024,0,0,120,0,0
372065,2048,1024,0,0,120,0,0
388809,2048,1024,0,0,120,0,0
361833,2048,1024,0,0,120,0,0
717849,2048,1024,0,0,120,0,0
207437,2048,1024,0,0,120,0,0
781122,2048,1024,0,0,120,0,0
424117,2048,1024,0,0,120,0,0
545984,2048,1024,0,0,120,0,0
613805,2048,1024,0,0,120,0,0
543378,2048,1024,0,0,120,0,0
132912,2048,1024,0,0,120,0,0
726768,2048,1024,0,0,120,0,0
869851,2048,1024,0,0,120,0,0
790235,2048,1024,0,0,120,0,0
123456,2048,1024,0,0,120,0,0
